date,fips,county,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,12001,Alachua,3.0,2.0,4.0,-3.0,0.0,-1.0
2020-02-15,12003,Baker,4.0,9.0,,,-1.0,
2020-02-15,12005,Bay,16.0,6.0,71.0,22.0,3.0,-2.0
2020-02-15,12007,Bradford,4.0,1.0,,,-2.0,
2020-02-15,12009,Brevard,4.0,0.0,6.0,18.0,1.0,0.0
2020-02-15,12011,Broward,-4.0,-5.0,-23.0,-4.0,-2.0,2.0
2020-02-15,12013,Calhoun,0.0,-4.0,,,,
2020-02-15,12015,Charlotte,2.0,1.0,5.0,0.0,-3.0,0.0
2020-02-15,12017,Citrus,6.0,6.0,9.0,,-1.0,0.0
2020-02-15,12019,Clay,4.0,-1.0,12.0,,-2.0,-1.0
2020-02-15,12021,Collier,4.0,2.0,11.0,2.0,-2.0,0.0
2020-02-15,12023,Columbia,6.0,0.0,,12.0,4.0,-2.0
2020-02-15,12027,DeSoto,2.0,5.0,17.0,,2.0,
2020-02-15,12029,Dixie,126.0,20.0,,,-2.0,
2020-02-15,12031,Duval,2.0,0.0,10.0,5.0,-1.0,-1.0
2020-02-15,12033,Escambia,5.0,0.0,63.0,15.0,3.0,-1.0
2020-02-15,12035,Flagler,8.0,6.0,11.0,,0.0,0.0
2020-02-15,12037,Franklin,24.0,10.0,,,-6.0,
2020-02-15,12039,Gadsden,1.0,-4.0,,2.0,1.0,
2020-02-15,12041,Gilchrist,6.0,5.0,,,3.0,
2020-02-15,12043,Glades,,,-37.0,4.0,-2.0,
2020-02-15,12045,Gulf,5.0,10.0,,,0.0,
2020-02-15,12047,Hamilton,,-9.0,,11.0,,
2020-02-15,12049,Hardee,12.0,-18.0,41.0,,-3.0,
2020-02-15,12051,Hendry,3.0,2.0,-12.0,,-1.0,
2020-02-15,12053,Hernando,2.0,7.0,15.0,,1.0,-1.0
2020-02-15,12055,Highlands,4.0,-2.0,-4.0,,-1.0,0.0
2020-02-15,12057,Hillsborough,8.0,2.0,25.0,0.0,1.0,-1.0
2020-02-15,12059,Holmes,1.0,8.0,,,4.0,
2020-02-15,12061,Indian River,4.0,-1.0,-12.0,-2.0,-6.0,0.0
2020-02-15,12063,Jackson,3.0,-3.0,,5.0,1.0,
2020-02-15,12065,Jefferson,-9.0,3.0,,,,
2020-02-15,12069,Lake,9.0,-2.0,12.0,9.0,1.0,-1.0
2020-02-15,12071,Lee,5.0,1.0,11.0,7.0,-1.0,-1.0
2020-02-15,12073,Leon,6.0,3.0,28.0,-4.0,2.0,-1.0
2020-02-15,12075,Levy,2.0,-9.0,9.0,,5.0,
2020-02-15,12077,Liberty,,0.0,,,,
2020-02-15,12079,Madison,0.0,-5.0,,9.0,-9.0,
2020-02-15,12081,Manatee,2.0,2.0,10.0,23.0,-2.0,-1.0
2020-02-15,12083,Marion,2.0,-2.0,24.0,13.0,0.0,-1.0
2020-02-15,12085,Martin,4.0,1.0,-16.0,15.0,-1.0,0.0
2020-02-15,12086,Miami-Dade,-5.0,-7.0,-18.0,-6.0,-2.0,1.0
2020-02-15,12087,Monroe,7.0,15.0,4.0,7.0,-1.0,0.0
2020-02-15,12089,Nassau,10.0,2.0,7.0,51.0,2.0,-1.0
2020-02-15,12091,Okaloosa,9.0,1.0,56.0,16.0,0.0,-1.0
2020-02-15,12093,Okeechobee,7.0,2.0,26.0,3.0,-1.0,
2020-02-15,12095,Orange,7.0,3.0,22.0,1.0,1.0,-1.0
2020-02-15,12097,Osceola,9.0,4.0,13.0,10.0,1.0,-1.0
2020-02-15,12099,Palm Beach,0.0,0.0,-4.0,4.0,-1.0,1.0
2020-02-15,12101,Pasco,2.0,-2.0,16.0,12.0,0.0,-1.0
2020-02-15,12103,Pinellas,5.0,6.0,24.0,9.0,1.0,-1.0
2020-02-15,12105,Polk,4.0,3.0,27.0,16.0,-2.0,-1.0
2020-02-15,12107,Putnam,7.0,-10.0,19.0,,-2.0,1.0
2020-02-15,12109,St. Johns,14.0,12.0,13.0,16.0,0.0,-1.0
2020-02-15,12111,St. Lucie,5.0,2.0,22.0,9.0,-2.0,0.0
2020-02-15,12113,Santa Rosa,7.0,5.0,70.0,,0.0,-1.0
2020-02-15,12115,Sarasota,6.0,4.0,20.0,8.0,-2.0,0.0
2020-02-15,12117,Seminole,0.0,4.0,26.0,11.0,-1.0,-1.0
2020-02-15,12119,Sumter,4.0,2.0,-8.0,12.0,-2.0,-1.0
2020-02-15,12121,Suwannee,0.0,0.0,52.0,12.0,-3.0,
2020-02-15,12123,Taylor,30.0,38.0,,,2.0,
2020-02-15,12125,Union,26.0,3.0,,,,
2020-02-15,12127,Volusia,12.0,1.0,15.0,9.0,0.0,-1.0
2020-02-15,12129,Wakulla,9.0,-2.0,44.0,,3.0,
2020-02-15,12131,Walton,23.0,3.0,63.0,15.0,5.0,-1.0
2020-02-15,12133,Washington,-2.0,-2.0,,,-3.0,
2020-02-16,12001,Alachua,3.0,-1.0,3.0,-5.0,-3.0,0.0
2020-02-16,12003,Baker,0.0,-6.0,,,-7.0,
2020-02-16,12005,Bay,11.0,1.0,-25.0,6.0,-2.0,1.0
2020-02-16,12007,Bradford,4.0,7.0,,,1.0,
2020-02-16,12009,Brevard,6.0,1.0,16.0,14.0,-1.0,0.0
2020-02-16,12011,Broward,1.0,1.0,-2.0,-1.0,-2.0,1.0
2020-02-16,12013,Calhoun,6.0,0.0,,,,
2020-02-16,12015,Charlotte,5.0,4.0,28.0,0.0,-2.0,0.0
2020-02-16,12017,Citrus,8.0,5.0,17.0,,-2.0,0.0
2020-02-16,12019,Clay,4.0,-2.0,0.0,,0.0,0.0
2020-02-16,12021,Collier,5.0,4.0,15.0,-3.0,-3.0,0.0
2020-02-16,12023,Columbia,6.0,-4.0,4.0,6.0,0.0,-1.0
2020-02-16,12027,DeSoto,3.0,0.0,14.0,,-4.0,
2020-02-16,12029,Dixie,52.0,6.0,,,-6.0,
2020-02-16,12031,Duval,2.0,-4.0,6.0,-1.0,-1.0,0.0
2020-02-16,12033,Escambia,1.0,-8.0,-44.0,0.0,-4.0,2.0
2020-02-16,12035,Flagler,11.0,8.0,22.0,,-2.0,0.0
2020-02-16,12037,Franklin,27.0,12.0,-7.0,,-9.0,
2020-02-16,12039,Gadsden,-1.0,-8.0,,5.0,-8.0,
2020-02-16,12041,Gilchrist,2.0,-1.0,,,7.0,
2020-02-16,12043,Glades,,,-41.0,,,
2020-02-16,12045,Gulf,13.0,1.0,,,,
2020-02-16,12047,Hamilton,,-16.0,,12.0,,
2020-02-16,12049,Hardee,14.0,-12.0,23.0,,-5.0,
2020-02-16,12051,Hendry,0.0,0.0,-20.0,,-5.0,
2020-02-16,12053,Hernando,4.0,9.0,23.0,,-3.0,0.0
2020-02-16,12055,Highlands,3.0,-3.0,2.0,,-4.0,1.0
2020-02-16,12057,Hillsborough,8.0,2.0,17.0,3.0,0.0,-1.0
2020-02-16,12059,Holmes,-8.0,0.0,,,-4.0,
2020-02-16,12061,Indian River,2.0,-3.0,27.0,2.0,-4.0,0.0
2020-02-16,12063,Jackson,-4.0,-5.0,,8.0,0.0,
2020-02-16,12065,Jefferson,-36.0,-18.0,,,,
2020-02-16,12069,Lake,5.0,-5.0,11.0,-4.0,-1.0,0.0
2020-02-16,12071,Lee,5.0,2.0,20.0,7.0,-3.0,0.0
2020-02-16,12073,Leon,-2.0,-9.0,-41.0,-18.0,-2.0,2.0
2020-02-16,12075,Levy,1.0,-8.0,23.0,,-4.0,
2020-02-16,12077,Liberty,,-7.0,,,,
2020-02-16,12079,Madison,7.0,-12.0,,10.0,-10.0,
2020-02-16,12081,Manatee,5.0,4.0,34.0,5.0,-3.0,-1.0
2020-02-16,12083,Marion,4.0,-4.0,22.0,11.0,0.0,0.0
2020-02-16,12085,Martin,9.0,-4.0,5.0,10.0,-1.0,0.0
2020-02-16,12086,Miami-Dade,1.0,1.0,3.0,-2.0,-1.0,0.0
2020-02-16,12087,Monroe,11.0,14.0,16.0,-6.0,0.0,-1.0
2020-02-16,12089,Nassau,7.0,0.0,3.0,28.0,3.0,0.0
2020-02-16,12091,Okaloosa,5.0,-3.0,-14.0,-16.0,-2.0,1.0
2020-02-16,12093,Okeechobee,4.0,1.0,8.0,14.0,-5.0,
2020-02-16,12095,Orange,1.0,1.0,16.0,-2.0,0.0,0.0
2020-02-16,12097,Osceola,5.0,4.0,13.0,-3.0,-1.0,-1.0
2020-02-16,12099,Palm Beach,0.0,0.0,-3.0,1.0,-1.0,1.0
2020-02-16,12101,Pasco,5.0,-3.0,21.0,10.0,0.0,-1.0
2020-02-16,12103,Pinellas,6.0,6.0,50.0,9.0,0.0,-1.0
2020-02-16,12105,Polk,3.0,4.0,14.0,18.0,-2.0,0.0
2020-02-16,12107,Putnam,11.0,-12.0,23.0,,-2.0,1.0
2020-02-16,12109,St. Johns,10.0,19.0,22.0,14.0,-2.0,0.0
2020-02-16,12111,St. Lucie,4.0,2.0,28.0,6.0,-2.0,0.0
2020-02-16,12113,Santa Rosa,-2.0,-10.0,-41.0,,-5.0,1.0
2020-02-16,12115,Sarasota,10.0,6.0,31.0,8.0,-2.0,-1.0
2020-02-16,12117,Seminole,1.0,0.0,9.0,15.0,-2.0,-1.0
2020-02-16,12119,Sumter,6.0,1.0,-19.0,19.0,-3.0,0.0
2020-02-16,12121,Suwannee,-4.0,-8.0,,0.0,-7.0,
2020-02-16,12123,Taylor,4.0,4.0,,,-3.0,
2020-02-16,12125,Union,,7.0,,,,
2020-02-16,12127,Volusia,14.0,1.0,10.0,22.0,-2.0,-1.0
2020-02-16,12129,Wakulla,-5.0,-12.0,-38.0,,6.0,
2020-02-16,12131,Walton,19.0,-3.0,-20.0,3.0,-2.0,2.0
2020-02-16,12133,Washington,-3.0,5.0,,,-1.0,
2020-02-17,12001,Alachua,2.0,-3.0,11.0,2.0,-16.0,3.0
2020-02-17,12003,Baker,3.0,6.0,,,-25.0,
2020-02-17,12005,Bay,10.0,1.0,23.0,4.0,-21.0,4.0
2020-02-17,12007,Bradford,-2.0,5.0,,,-19.0,
2020-02-17,12009,Brevard,6.0,1.0,33.0,23.0,-10.0,1.0
2020-02-17,12011,Broward,4.0,1.0,27.0,-3.0,-22.0,5.0
2020-02-17,12013,Calhoun,7.0,-4.0,,,-16.0,
2020-02-17,12015,Charlotte,7.0,3.0,33.0,-4.0,-17.0,3.0
2020-02-17,12017,Citrus,5.0,2.0,41.0,,-14.0,3.0
2020-02-17,12019,Clay,11.0,-6.0,7.0,,-28.0,6.0
2020-02-17,12021,Collier,5.0,4.0,33.0,5.0,-16.0,2.0
2020-02-17,12023,Columbia,4.0,-5.0,,7.0,-19.0,3.0
2020-02-17,12027,DeSoto,3.0,-1.0,,,-6.0,2.0
2020-02-17,12029,Dixie,1.0,3.0,,,-17.0,
2020-02-17,12031,Duval,2.0,-4.0,-5.0,-4.0,-25.0,6.0
2020-02-17,12033,Escambia,5.0,-2.0,20.0,8.0,-21.0,4.0
2020-02-17,12035,Flagler,13.0,11.0,23.0,,-19.0,3.0
2020-02-17,12037,Franklin,12.0,4.0,,,-16.0,
2020-02-17,12039,Gadsden,-1.0,1.0,,15.0,-5.0,2.0
2020-02-17,12041,Gilchrist,-9.0,5.0,,,-24.0,
2020-02-17,12043,Glades,,,-58.0,3.0,-22.0,
2020-02-17,12045,Gulf,15.0,5.0,,,-17.0,
2020-02-17,12047,Hamilton,,9.0,,30.0,-22.0,
2020-02-17,12049,Hardee,13.0,-21.0,13.0,,-18.0,
2020-02-17,12051,Hendry,3.0,0.0,16.0,,-18.0,4.0
2020-02-17,12053,Hernando,5.0,3.0,19.0,-12.0,-20.0,3.0
2020-02-17,12055,Highlands,3.0,-2.0,0.0,,-4.0,1.0
2020-02-17,12057,Hillsborough,8.0,-1.0,24.0,-4.0,-19.0,3.0
2020-02-17,12059,Holmes,-4.0,6.0,,,-22.0,
2020-02-17,12061,Indian River,2.0,-2.0,43.0,2.0,-17.0,2.0
2020-02-17,12063,Jackson,1.0,-3.0,,16.0,-7.0,3.0
2020-02-17,12065,Jefferson,-7.0,-10.0,,,-10.0,
2020-02-17,12067,Lafayette,,,,,-19.0,
2020-02-17,12069,Lake,9.0,-3.0,18.0,-1.0,-18.0,3.0
2020-02-17,12071,Lee,7.0,1.0,21.0,0.0,-16.0,3.0
2020-02-17,12073,Leon,0.0,-2.0,7.0,-13.0,-12.0,4.0
2020-02-17,12075,Levy,1.0,-11.0,6.0,,-18.0,3.0
2020-02-17,12077,Liberty,,-7.0,,,,
2020-02-17,12079,Madison,13.0,-14.0,,18.0,-17.0,
2020-02-17,12081,Manatee,7.0,2.0,33.0,-7.0,-20.0,3.0
2020-02-17,12083,Marion,6.0,-2.0,20.0,22.0,-16.0,3.0
2020-02-17,12085,Martin,10.0,1.0,32.0,10.0,-17.0,2.0
2020-02-17,12086,Miami-Dade,2.0,0.0,24.0,-8.0,-22.0,6.0
2020-02-17,12087,Monroe,11.0,9.0,28.0,3.0,-18.0,2.0
2020-02-17,12089,Nassau,10.0,3.0,8.0,32.0,-22.0,5.0
2020-02-17,12091,Okaloosa,7.0,0.0,31.0,-19.0,-33.0,6.0
2020-02-17,12093,Okeechobee,2.0,1.0,6.0,38.0,-19.0,2.0
2020-02-17,12095,Orange,6.0,1.0,23.0,0.0,-17.0,3.0
2020-02-17,12097,Osceola,9.0,4.0,12.0,14.0,-5.0,1.0
2020-02-17,12099,Palm Beach,1.0,1.0,24.0,-5.0,-9.0,2.0
2020-02-17,12101,Pasco,9.0,-3.0,24.0,8.0,-18.0,3.0
2020-02-17,12103,Pinellas,6.0,3.0,42.0,1.0,-16.0,3.0
2020-02-17,12105,Polk,5.0,4.0,13.0,8.0,-16.0,3.0
2020-02-17,12107,Putnam,6.0,-18.0,20.0,,-18.0,4.0
2020-02-17,12109,St. Johns,18.0,8.0,43.0,11.0,-26.0,4.0
2020-02-17,12111,St. Lucie,4.0,-3.0,16.0,10.0,-20.0,4.0
2020-02-17,12113,Santa Rosa,6.0,-3.0,30.0,,-29.0,5.0
2020-02-17,12115,Sarasota,7.0,3.0,45.0,3.0,-17.0,2.0
2020-02-17,12117,Seminole,8.0,3.0,22.0,11.0,-22.0,4.0
2020-02-17,12119,Sumter,12.0,4.0,-16.0,17.0,-13.0,1.0
2020-02-17,12121,Suwannee,4.0,2.0,,16.0,-23.0,6.0
2020-02-17,12123,Taylor,-4.0,3.0,,,-18.0,
2020-02-17,12125,Union,-45.0,-9.0,,,-24.0,
2020-02-17,12127,Volusia,19.0,3.0,34.0,8.0,-17.0,3.0
2020-02-17,12129,Wakulla,1.0,-2.0,,,-18.0,5.0
2020-02-17,12131,Walton,18.0,2.0,35.0,7.0,-20.0,4.0
2020-02-17,12133,Washington,4.0,-11.0,,,-18.0,
2020-02-18,12001,Alachua,2.0,0.0,9.0,4.0,2.0,0.0
2020-02-18,12003,Baker,1.0,9.0,,,0.0,
2020-02-18,12005,Bay,7.0,0.0,13.0,13.0,4.0,0.0
2020-02-18,12007,Bradford,1.0,0.0,,,2.0,0.0
2020-02-18,12009,Brevard,4.0,1.0,27.0,26.0,2.0,0.0
2020-02-18,12011,Broward,1.0,1.0,6.0,4.0,1.0,0.0
2020-02-18,12013,Calhoun,4.0,2.0,,,7.0,
2020-02-18,12015,Charlotte,4.0,3.0,15.0,15.0,1.0,0.0
2020-02-18,12017,Citrus,6.0,1.0,24.0,,1.0,0.0
2020-02-18,12019,Clay,2.0,-4.0,16.0,,1.0,0.0
2020-02-18,12021,Collier,6.0,7.0,20.0,-1.0,0.0,0.0
2020-02-18,12023,Columbia,5.0,-11.0,,0.0,1.0,0.0
2020-02-18,12027,DeSoto,0.0,8.0,,,4.0,0.0
2020-02-18,12029,Dixie,8.0,-1.0,,,1.0,
2020-02-18,12031,Duval,1.0,0.0,9.0,8.0,1.0,0.0
2020-02-18,12033,Escambia,1.0,-1.0,0.0,12.0,1.0,0.0
2020-02-18,12035,Flagler,4.0,2.0,23.0,,2.0,0.0
2020-02-18,12037,Franklin,17.0,12.0,,,-4.0,
2020-02-18,12039,Gadsden,1.0,-5.0,,5.0,5.0,0.0
2020-02-18,12041,Gilchrist,8.0,7.0,,,3.0,
2020-02-18,12043,Glades,,,-61.0,3.0,-2.0,
2020-02-18,12045,Gulf,13.0,5.0,,,2.0,
2020-02-18,12047,Hamilton,,-4.0,,2.0,0.0,
2020-02-18,12049,Hardee,12.0,-9.0,6.0,,2.0,
2020-02-18,12051,Hendry,7.0,3.0,0.0,,2.0,0.0
2020-02-18,12053,Hernando,3.0,3.0,20.0,-4.0,1.0,0.0
2020-02-18,12055,Highlands,3.0,0.0,-5.0,,-1.0,0.0
2020-02-18,12057,Hillsborough,2.0,1.0,10.0,9.0,2.0,0.0
2020-02-18,12059,Holmes,-11.0,14.0,,,4.0,
2020-02-18,12061,Indian River,1.0,0.0,31.0,6.0,0.0,0.0
2020-02-18,12063,Jackson,4.0,-1.0,,8.0,0.0,-1.0
2020-02-18,12065,Jefferson,-18.0,-3.0,,,2.0,
2020-02-18,12067,Lafayette,,,,,4.0,
2020-02-18,12069,Lake,5.0,-5.0,13.0,10.0,2.0,0.0
2020-02-18,12071,Lee,5.0,0.0,19.0,11.0,0.0,0.0
2020-02-18,12073,Leon,0.0,-4.0,6.0,-3.0,1.0,0.0
2020-02-18,12075,Levy,-2.0,-7.0,,,-1.0,-1.0
2020-02-18,12079,Madison,-2.0,-13.0,,10.0,0.0,
2020-02-18,12081,Manatee,3.0,3.0,34.0,12.0,0.0,0.0
2020-02-18,12083,Marion,3.0,-2.0,15.0,24.0,1.0,0.0
2020-02-18,12085,Martin,5.0,-2.0,22.0,14.0,1.0,0.0
2020-02-18,12086,Miami-Dade,1.0,1.0,8.0,2.0,2.0,0.0
2020-02-18,12087,Monroe,12.0,16.0,16.0,2.0,-1.0,1.0
2020-02-18,12089,Nassau,5.0,5.0,8.0,6.0,3.0,0.0
2020-02-18,12091,Okaloosa,4.0,3.0,14.0,8.0,2.0,0.0
2020-02-18,12093,Okeechobee,6.0,-1.0,14.0,19.0,-1.0,1.0
2020-02-18,12095,Orange,4.0,2.0,9.0,7.0,2.0,0.0
2020-02-18,12097,Osceola,7.0,3.0,11.0,7.0,2.0,0.0
2020-02-18,12099,Palm Beach,1.0,1.0,13.0,2.0,2.0,0.0
2020-02-18,12101,Pasco,4.0,-2.0,5.0,5.0,1.0,0.0
2020-02-18,12103,Pinellas,4.0,4.0,25.0,8.0,1.0,0.0
2020-02-18,12105,Polk,3.0,3.0,10.0,8.0,1.0,0.0
2020-02-18,12107,Putnam,5.0,-11.0,6.0,,0.0,0.0
2020-02-18,12109,St. Johns,7.0,15.0,25.0,6.0,3.0,0.0
2020-02-18,12111,St. Lucie,2.0,1.0,15.0,1.0,1.0,0.0
2020-02-18,12113,Santa Rosa,3.0,2.0,-5.0,,1.0,0.0
2020-02-18,12115,Sarasota,6.0,5.0,28.0,7.0,0.0,0.0
2020-02-18,12117,Seminole,0.0,5.0,16.0,35.0,2.0,0.0
2020-02-18,12119,Sumter,4.0,1.0,-16.0,8.0,0.0,0.0
2020-02-18,12121,Suwannee,4.0,-2.0,,,0.0,0.0
2020-02-18,12123,Taylor,8.0,6.0,,,1.0,
2020-02-18,12125,Union,-36.0,2.0,,,1.0,
2020-02-18,12127,Volusia,8.0,0.0,21.0,2.0,1.0,0.0
2020-02-18,12129,Wakulla,5.0,4.0,,,3.0,0.0
2020-02-18,12131,Walton,11.0,3.0,30.0,2.0,2.0,0.0
2020-02-18,12133,Washington,-2.0,5.0,,,2.0,
2020-02-19,12001,Alachua,0.0,-2.0,17.0,0.0,1.0,0.0
2020-02-19,12003,Baker,7.0,7.0,,,0.0,
2020-02-19,12005,Bay,8.0,1.0,16.0,11.0,3.0,-1.0
2020-02-19,12007,Bradford,5.0,0.0,,,2.0,-1.0
2020-02-19,12009,Brevard,3.0,0.0,4.0,12.0,1.0,0.0
2020-02-19,12011,Broward,1.0,1.0,7.0,2.0,1.0,0.0
2020-02-19,12013,Calhoun,8.0,-6.0,,,5.0,
2020-02-19,12015,Charlotte,7.0,4.0,17.0,0.0,-1.0,0.0
2020-02-19,12017,Citrus,6.0,6.0,38.0,,0.0,0.0
2020-02-19,12019,Clay,5.0,-3.0,4.0,,1.0,0.0
2020-02-19,12021,Collier,5.0,0.0,17.0,-4.0,0.0,0.0
2020-02-19,12023,Columbia,3.0,-4.0,,-3.0,0.0,1.0
2020-02-19,12027,DeSoto,1.0,0.0,2.0,,-9.0,3.0
2020-02-19,12029,Dixie,-6.0,7.0,,,2.0,
2020-02-19,12031,Duval,0.0,-1.0,13.0,6.0,2.0,0.0
2020-02-19,12033,Escambia,7.0,0.0,38.0,21.0,3.0,-1.0
2020-02-19,12035,Flagler,3.0,2.0,16.0,,2.0,0.0
2020-02-19,12037,Franklin,11.0,7.0,,,-5.0,
2020-02-19,12039,Gadsden,0.0,-2.0,,-5.0,3.0,0.0
2020-02-19,12041,Gilchrist,-1.0,-4.0,,,-1.0,
2020-02-19,12043,Glades,,,-57.0,8.0,-2.0,
2020-02-19,12045,Gulf,4.0,10.0,,,4.0,
2020-02-19,12047,Hamilton,,9.0,,1.0,0.0,
2020-02-19,12049,Hardee,13.0,-11.0,1.0,,3.0,
2020-02-19,12051,Hendry,2.0,-3.0,2.0,,1.0,0.0
2020-02-19,12053,Hernando,2.0,2.0,16.0,-7.0,2.0,0.0
2020-02-19,12055,Highlands,4.0,-2.0,-12.0,,0.0,0.0
2020-02-19,12057,Hillsborough,2.0,1.0,15.0,9.0,2.0,0.0
2020-02-19,12059,Holmes,-12.0,4.0,,,4.0,
2020-02-19,12061,Indian River,-1.0,-2.0,11.0,1.0,1.0,0.0
2020-02-19,12063,Jackson,7.0,-2.0,,7.0,3.0,-1.0
2020-02-19,12065,Jefferson,-9.0,7.0,,,3.0,
2020-02-19,12067,Lafayette,,,,,8.0,
2020-02-19,12069,Lake,5.0,-4.0,17.0,1.0,1.0,0.0
2020-02-19,12071,Lee,6.0,2.0,12.0,13.0,1.0,0.0
2020-02-19,12073,Leon,3.0,-1.0,15.0,3.0,1.0,0.0
2020-02-19,12075,Levy,2.0,-6.0,,,4.0,0.0
2020-02-19,12077,Liberty,,,,,-2.0,
2020-02-19,12079,Madison,4.0,-7.0,,-2.0,3.0,
2020-02-19,12081,Manatee,5.0,2.0,35.0,6.0,2.0,-1.0
2020-02-19,12083,Marion,3.0,-3.0,18.0,20.0,2.0,0.0
2020-02-19,12085,Martin,6.0,2.0,24.0,11.0,1.0,0.0
2020-02-19,12086,Miami-Dade,0.0,0.0,5.0,2.0,2.0,0.0
2020-02-19,12087,Monroe,6.0,10.0,13.0,6.0,-2.0,0.0
2020-02-19,12089,Nassau,5.0,3.0,20.0,0.0,4.0,0.0
2020-02-19,12091,Okaloosa,7.0,5.0,46.0,12.0,3.0,-1.0
2020-02-19,12093,Okeechobee,5.0,-2.0,11.0,0.0,0.0,0.0
2020-02-19,12095,Orange,3.0,1.0,9.0,6.0,2.0,0.0
2020-02-19,12097,Osceola,6.0,2.0,9.0,0.0,2.0,0.0
2020-02-19,12099,Palm Beach,1.0,0.0,7.0,5.0,2.0,0.0
2020-02-19,12101,Pasco,5.0,-2.0,-1.0,12.0,2.0,0.0
2020-02-19,12103,Pinellas,4.0,3.0,26.0,17.0,2.0,0.0
2020-02-19,12105,Polk,3.0,2.0,1.0,5.0,2.0,0.0
2020-02-19,12107,Putnam,7.0,-13.0,8.0,,-1.0,1.0
2020-02-19,12109,St. Johns,7.0,15.0,37.0,7.0,2.0,0.0
2020-02-19,12111,St. Lucie,4.0,-1.0,11.0,3.0,1.0,1.0
2020-02-19,12113,Santa Rosa,7.0,1.0,24.0,,2.0,-1.0
2020-02-19,12115,Sarasota,7.0,4.0,31.0,10.0,0.0,-1.0
2020-02-19,12117,Seminole,2.0,4.0,20.0,46.0,1.0,0.0
2020-02-19,12119,Sumter,8.0,3.0,-6.0,6.0,-2.0,0.0
2020-02-19,12121,Suwannee,2.0,5.0,,-2.0,2.0,0.0
2020-02-19,12123,Taylor,1.0,2.0,,,3.0,
2020-02-19,12125,Union,-35.0,5.0,,,-4.0,
2020-02-19,12127,Volusia,8.0,-1.0,18.0,2.0,1.0,0.0
2020-02-19,12129,Wakulla,5.0,2.0,,,4.0,-1.0
2020-02-19,12131,Walton,14.0,3.0,42.0,-4.0,3.0,0.0
2020-02-19,12133,Washington,4.0,6.0,,,4.0,
2020-02-20,12001,Alachua,0.0,-1.0,2.0,-2.0,2.0,0.0
2020-02-20,12003,Baker,0.0,6.0,,,0.0,
2020-02-20,12005,Bay,4.0,-3.0,-17.0,4.0,2.0,2.0
2020-02-20,12007,Bradford,3.0,-1.0,,,1.0,0.0
2020-02-20,12009,Brevard,4.0,-1.0,15.0,16.0,1.0,0.0
2020-02-20,12011,Broward,0.0,0.0,0.0,0.0,1.0,0.0
2020-02-20,12013,Calhoun,-7.0,2.0,,,3.0,
2020-02-20,12015,Charlotte,6.0,3.0,29.0,1.0,-1.0,0.0
2020-02-20,12017,Citrus,5.0,5.0,30.0,,1.0,0.0
2020-02-20,12019,Clay,2.0,-5.0,-12.0,,1.0,0.0
2020-02-20,12021,Collier,5.0,5.0,13.0,-5.0,-1.0,0.0
2020-02-20,12023,Columbia,5.0,0.0,,5.0,0.0,1.0
2020-02-20,12027,DeSoto,1.0,-2.0,9.0,,3.0,1.0
2020-02-20,12029,Dixie,2.0,-5.0,,,6.0,
2020-02-20,12031,Duval,-1.0,-3.0,-8.0,4.0,1.0,0.0
2020-02-20,12033,Escambia,1.0,-6.0,-24.0,7.0,2.0,2.0
2020-02-20,12035,Flagler,2.0,2.0,4.0,,0.0,0.0
2020-02-20,12037,Franklin,32.0,5.0,,,-9.0,
2020-02-20,12039,Gadsden,-4.0,-3.0,,-5.0,1.0,2.0
2020-02-20,12041,Gilchrist,1.0,-9.0,,,3.0,
2020-02-20,12043,Glades,,,-55.0,-3.0,-2.0,
2020-02-20,12045,Gulf,8.0,7.0,,,6.0,
2020-02-20,12047,Hamilton,,-5.0,,2.0,-4.0,
2020-02-20,12049,Hardee,14.0,-17.0,20.0,,-3.0,
2020-02-20,12051,Hendry,6.0,1.0,-2.0,,2.0,1.0
2020-02-20,12053,Hernando,4.0,3.0,24.0,8.0,2.0,-1.0
2020-02-20,12055,Highlands,4.0,-2.0,2.0,,0.0,0.0
2020-02-20,12057,Hillsborough,2.0,1.0,9.0,5.0,1.0,0.0
2020-02-20,12059,Holmes,-7.0,-2.0,,,1.0,
2020-02-20,12061,Indian River,2.0,1.0,32.0,10.0,0.0,-1.0
2020-02-20,12063,Jackson,-1.0,-9.0,,4.0,-1.0,2.0
2020-02-20,12065,Jefferson,9.0,-4.0,,,-1.0,
2020-02-20,12067,Lafayette,,,,,7.0,
2020-02-20,12069,Lake,5.0,-3.0,15.0,1.0,1.0,-1.0
2020-02-20,12071,Lee,7.0,2.0,13.0,11.0,0.0,0.0
2020-02-20,12073,Leon,-1.0,-3.0,-20.0,-6.0,2.0,1.0
2020-02-20,12075,Levy,3.0,-4.0,0.0,,2.0,-1.0
2020-02-20,12077,Liberty,,-11.0,,,,
2020-02-20,12079,Madison,9.0,-4.0,,9.0,5.0,
2020-02-20,12081,Manatee,5.0,4.0,23.0,10.0,1.0,-1.0
2020-02-20,12083,Marion,4.0,-1.0,15.0,10.0,2.0,-1.0
2020-02-20,12085,Martin,4.0,4.0,30.0,13.0,0.0,0.0
2020-02-20,12086,Miami-Dade,-1.0,0.0,0.0,1.0,2.0,0.0
2020-02-20,12087,Monroe,8.0,11.0,11.0,2.0,-2.0,0.0
