date,fips,county,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-05-07,12039,Gadsden,,5.0,,-16.0,-32.0,13.0
2020-05-07,12041,Gilchrist,,,,,-28.0,
2020-05-07,12043,Glades,,,,-17.0,-22.0,
2020-05-07,12045,Gulf,,,,,-24.0,
2020-05-07,12047,Hamilton,,,,-9.0,-15.0,
2020-05-07,12049,Hardee,,-5.0,-33.0,,-28.0,
2020-05-07,12051,Hendry,-18.0,-5.0,-54.0,,-27.0,10.0
2020-05-07,12053,Hernando,-14.0,0.0,-16.0,,-36.0,11.0
2020-05-07,12055,Highlands,-28.0,-10.0,-36.0,,-28.0,8.0
2020-05-07,12057,Hillsborough,-30.0,-13.0,-17.0,-53.0,-46.0,18.0
2020-05-07,12059,Holmes,,,,,-24.0,
2020-05-07,12061,Indian River,-30.0,-12.0,7.0,-24.0,-35.0,11.0
2020-05-07,12063,Jackson,-3.0,3.0,,0.0,-24.0,8.0
2020-05-07,12065,Jefferson,,,,-21.0,-33.0,
2020-05-07,12067,Lafayette,,,,,-23.0,
2020-05-07,12069,Lake,-25.0,-7.0,-16.0,-41.0,-36.0,13.0
2020-05-07,12071,Lee,-36.0,-16.0,-34.0,-60.0,-37.0,13.0
2020-05-07,12073,Leon,-29.0,-9.0,10.0,-55.0,-49.0,20.0
2020-05-07,12075,Levy,-1.0,6.0,-19.0,,-27.0,9.0
2020-05-07,12077,Liberty,,,,,-29.0,
2020-05-07,12079,Madison,,,,-8.0,-20.0,
2020-05-07,12081,Manatee,-31.0,-12.0,2.0,-39.0,-35.0,13.0
2020-05-07,12083,Marion,-20.0,-1.0,-12.0,-2.0,-29.0,10.0
2020-05-07,12085,Martin,-30.0,-12.0,12.0,-20.0,-35.0,13.0
2020-05-07,12086,Miami-Dade,-42.0,-17.0,-54.0,-59.0,-44.0,22.0
2020-05-07,12087,Monroe,-59.0,-40.0,-68.0,-63.0,-42.0,15.0
2020-05-07,12089,Nassau,-15.0,1.0,16.0,,-33.0,12.0
2020-05-07,12091,Okaloosa,-18.0,2.0,28.0,-40.0,-35.0,13.0
2020-05-07,12093,Okeechobee,-22.0,-5.0,-33.0,-61.0,-25.0,8.0
2020-05-07,12095,Orange,-47.0,-20.0,-57.0,-71.0,-51.0,20.0
2020-05-07,12097,Osceola,-38.0,-18.0,-19.0,-38.0,-48.0,19.0
2020-05-07,12099,Palm Beach,-39.0,-17.0,-36.0,-50.0,-43.0,19.0
2020-05-07,12101,Pasco,-21.0,-8.0,-11.0,-3.0,-39.0,13.0
2020-05-07,12103,Pinellas,-31.0,-11.0,32.0,-32.0,-42.0,15.0
2020-05-07,12105,Polk,-21.0,-9.0,-16.0,-14.0,-38.0,14.0
2020-05-07,12107,Putnam,-8.0,8.0,6.0,,-28.0,9.0
2020-05-07,12109,St. Johns,-24.0,-5.0,-4.0,-9.0,-46.0,16.0
2020-05-07,12111,St. Lucie,-24.0,-8.0,-1.0,-7.0,-36.0,13.0
2020-05-07,12113,Santa Rosa,1.0,12.0,66.0,,-36.0,12.0
2020-05-07,12115,Sarasota,-38.0,-21.0,-17.0,-22.0,-35.0,12.0
2020-05-07,12117,Seminole,-30.0,-12.0,12.0,-51.0,-51.0,19.0
2020-05-07,12119,Sumter,-36.0,-12.0,-35.0,-9.0,-30.0,8.0
2020-05-07,12121,Suwannee,-14.0,0.0,-4.0,-9.0,-28.0,8.0
2020-05-07,12123,Taylor,,,,,-20.0,
2020-05-07,12125,Union,,,,,-29.0,
2020-05-07,12127,Volusia,-22.0,-5.0,0.0,-27.0,-38.0,12.0
2020-05-07,12129,Wakulla,,,,,-42.0,16.0
2020-05-07,12131,Walton,-17.0,-3.0,16.0,-6.0,-28.0,9.0
2020-05-07,12133,Washington,,,,,-26.0,
2020-05-08,12001,Alachua,-37.0,-12.0,-20.0,-36.0,-43.0,18.0
2020-05-08,12003,Baker,-11.0,,,-17.0,-29.0,
2020-05-08,12005,Bay,-11.0,6.0,23.0,-28.0,-27.0,10.0
2020-05-08,12007,Bradford,-15.0,18.0,,,-29.0,
2020-05-08,12009,Brevard,-26.0,-8.0,1.0,-23.0,-38.0,14.0
2020-05-08,12011,Broward,-38.0,-10.0,-29.0,-60.0,-45.0,22.0
2020-05-08,12013,Calhoun,,,,,-31.0,
2020-05-08,12015,Charlotte,-33.0,-7.0,-16.0,-14.0,-30.0,11.0
2020-05-08,12017,Citrus,-22.0,0.0,-6.0,,-28.0,10.0
2020-05-08,12019,Clay,-19.0,3.0,11.0,,-39.0,15.0
2020-05-08,12021,Collier,-41.0,-20.0,-37.0,-27.0,-36.0,14.0
2020-05-08,12023,Columbia,-22.0,14.0,-15.0,-7.0,-27.0,10.0
2020-05-08,12027,DeSoto,-19.0,1.0,-23.0,,-26.0,8.0
2020-05-08,12029,Dixie,,,,,-17.0,
2020-05-08,12031,Duval,-22.0,-1.0,24.0,-33.0,-41.0,15.0
2020-05-08,12033,Escambia,-19.0,3.0,48.0,-17.0,-31.0,12.0
2020-05-08,12035,Flagler,-22.0,-3.0,-17.0,,-36.0,13.0
2020-05-08,12037,Franklin,,,,,-19.0,
2020-05-08,12039,Gadsden,-14.0,0.0,,-21.0,-35.0,13.0
2020-05-08,12041,Gilchrist,,,,,-33.0,
2020-05-08,12043,Glades,,,,,-19.0,
2020-05-08,12045,Gulf,,,,,-26.0,
2020-05-08,12047,Hamilton,,,,-14.0,-19.0,
2020-05-08,12049,Hardee,,-7.0,-34.0,,-26.0,
2020-05-08,12051,Hendry,-18.0,-4.0,-49.0,,-29.0,12.0
2020-05-08,12053,Hernando,-17.0,0.0,-13.0,,-36.0,12.0
2020-05-08,12055,Highlands,-29.0,-9.0,-45.0,,-27.0,9.0
2020-05-08,12057,Hillsborough,-30.0,-11.0,-23.0,-51.0,-44.0,18.0
2020-05-08,12059,Holmes,,,,,-21.0,
2020-05-08,12061,Indian River,-30.0,-13.0,15.0,-25.0,-34.0,12.0
2020-05-08,12063,Jackson,-6.0,-1.0,,-5.0,-24.0,10.0
2020-05-08,12065,Jefferson,,,,-35.0,-31.0,
2020-05-08,12067,Lafayette,,,,,-26.0,
2020-05-08,12069,Lake,-26.0,-6.0,-23.0,-35.0,-36.0,14.0
2020-05-08,12071,Lee,-36.0,-12.0,-24.0,-59.0,-36.0,14.0
2020-05-08,12073,Leon,-30.0,-6.0,18.0,-45.0,-47.0,20.0
2020-05-08,12075,Levy,-10.0,-2.0,-4.0,,-26.0,9.0
2020-05-08,12077,Liberty,,,,,-35.0,
2020-05-08,12079,Madison,,,,-12.0,-22.0,
2020-05-08,12081,Manatee,-32.0,-9.0,-3.0,-32.0,-34.0,14.0
2020-05-08,12083,Marion,-22.0,0.0,-24.0,-8.0,-29.0,11.0
2020-05-08,12085,Martin,-29.0,-12.0,18.0,-29.0,-34.0,14.0
2020-05-08,12086,Miami-Dade,-40.0,-11.0,-51.0,-57.0,-42.0,22.0
2020-05-08,12087,Monroe,-57.0,-36.0,-62.0,-64.0,-41.0,15.0
2020-05-08,12089,Nassau,-18.0,5.0,50.0,,-31.0,12.0
2020-05-08,12091,Okaloosa,-18.0,3.0,35.0,-37.0,-33.0,12.0
2020-05-08,12093,Okeechobee,-22.0,-6.0,-29.0,-69.0,-26.0,8.0
2020-05-08,12095,Orange,-48.0,-18.0,-64.0,-70.0,-49.0,20.0
2020-05-08,12097,Osceola,-39.0,-16.0,-32.0,-43.0,-48.0,20.0
2020-05-08,12099,Palm Beach,-38.0,-12.0,-24.0,-48.0,-41.0,19.0
2020-05-08,12101,Pasco,-24.0,-5.0,-12.0,-9.0,-39.0,14.0
2020-05-08,12103,Pinellas,-32.0,-9.0,23.0,-30.0,-40.0,16.0
2020-05-08,12105,Polk,-23.0,-7.0,-20.0,-17.0,-37.0,15.0
2020-05-08,12107,Putnam,-9.0,6.0,-6.0,,-28.0,10.0
2020-05-08,12109,St. Johns,-23.0,4.0,-3.0,-18.0,-45.0,16.0
2020-05-08,12111,St. Lucie,-23.0,-3.0,17.0,-16.0,-35.0,14.0
2020-05-08,12113,Santa Rosa,-4.0,11.0,49.0,-38.0,-33.0,13.0
2020-05-08,12115,Sarasota,-37.0,-15.0,-19.0,-20.0,-34.0,13.0
2020-05-08,12117,Seminole,-30.0,-8.0,-2.0,-46.0,-47.0,19.0
2020-05-08,12119,Sumter,-36.0,-13.0,-39.0,-13.0,-30.0,10.0
2020-05-08,12121,Suwannee,-20.0,1.0,13.0,-4.0,-29.0,9.0
2020-05-08,12123,Taylor,,,,,-21.0,
2020-05-08,12125,Union,,,,,-28.0,
2020-05-08,12127,Volusia,-24.0,-4.0,11.0,-29.0,-38.0,14.0
2020-05-08,12129,Wakulla,,,,,-42.0,
2020-05-08,12131,Walton,-18.0,1.0,14.0,-14.0,-28.0,9.0
2020-05-08,12133,Washington,,,,,-27.0,
2020-05-09,12001,Alachua,-41.0,-9.0,-37.0,-37.0,-24.0,9.0
2020-05-09,12003,Baker,0.0,,,-33.0,-12.0,
2020-05-09,12005,Bay,-4.0,19.0,54.0,-26.0,-12.0,4.0
2020-05-09,12007,Bradford,-7.0,27.0,,,-18.0,
2020-05-09,12009,Brevard,-22.0,3.0,8.0,-30.0,-23.0,8.0
2020-05-09,12011,Broward,-40.0,-4.0,-43.0,-64.0,-34.0,14.0
2020-05-09,12015,Charlotte,-33.0,-3.0,-9.0,-11.0,-24.0,7.0
2020-05-09,12017,Citrus,-17.0,11.0,1.0,,-20.0,6.0
2020-05-09,12019,Clay,-16.0,15.0,-16.0,,-19.0,7.0
2020-05-09,12021,Collier,-38.0,-14.0,-17.0,-30.0,-32.0,10.0
2020-05-09,12023,Columbia,-16.0,22.0,-6.0,-9.0,-17.0,5.0
2020-05-09,12027,DeSoto,-17.0,9.0,-3.0,,-6.0,
2020-05-09,12029,Dixie,,,,,-3.0,
2020-05-09,12031,Duval,-21.0,8.0,-2.0,-26.0,-22.0,7.0
2020-05-09,12033,Escambia,-16.0,14.0,,-19.0,-18.0,6.0
2020-05-09,12035,Flagler,-22.0,6.0,-32.0,,-25.0,8.0
2020-05-09,12037,Franklin,,,,,-21.0,
2020-05-09,12039,Gadsden,-11.0,15.0,,-23.0,-16.0,
2020-05-09,12041,Gilchrist,,,,,-12.0,
2020-05-09,12043,Glades,,,-64.0,4.0,-6.0,
2020-05-09,12045,Gulf,,,,,-13.0,
2020-05-09,12047,Hamilton,,,,-24.0,,
2020-05-09,12049,Hardee,,,-14.0,,-7.0,
2020-05-09,12051,Hendry,-13.0,3.0,-46.0,,-14.0,
2020-05-09,12053,Hernando,-14.0,13.0,-5.0,,-22.0,7.0
2020-05-09,12055,Highlands,-26.0,1.0,-32.0,,-16.0,6.0
2020-05-09,12057,Hillsborough,-34.0,-4.0,-40.0,-55.0,-28.0,9.0
2020-05-09,12059,Holmes,,,,,-8.0,
2020-05-09,12061,Indian River,-28.0,-5.0,16.0,-31.0,-28.0,8.0
2020-05-09,12063,Jackson,1.0,14.0,,-3.0,-6.0,
2020-05-09,12069,Lake,-25.0,0.0,-21.0,-28.0,-25.0,8.0
2020-05-09,12071,Lee,-36.0,-8.0,-18.0,-65.0,-28.0,8.0
2020-05-09,12073,Leon,-29.0,4.0,-8.0,-29.0,-22.0,8.0
2020-05-09,12075,Levy,0.0,15.0,-12.0,,-14.0,
2020-05-09,12079,Madison,,,,-4.0,-5.0,
2020-05-09,12081,Manatee,-29.0,-1.0,8.0,-17.0,-24.0,8.0
2020-05-09,12083,Marion,-21.0,6.0,-29.0,-9.0,-21.0,6.0
2020-05-09,12085,Martin,-28.0,1.0,6.0,-23.0,-24.0,8.0
2020-05-09,12086,Miami-Dade,-42.0,-4.0,-57.0,-57.0,-34.0,14.0
2020-05-09,12087,Monroe,-64.0,-38.0,-70.0,-74.0,-46.0,11.0
2020-05-09,12089,Nassau,-11.0,10.0,24.0,,-20.0,6.0
2020-05-09,12091,Okaloosa,-12.0,17.0,58.0,-31.0,-17.0,5.0
2020-05-09,12093,Okeechobee,-23.0,-1.0,-15.0,-73.0,-17.0,
2020-05-09,12095,Orange,-50.0,-12.0,-69.0,-76.0,-39.0,11.0
2020-05-09,12097,Osceola,-39.0,-10.0,-25.0,-36.0,-41.0,12.0
2020-05-09,12099,Palm Beach,-38.0,-6.0,-36.0,-47.0,-31.0,12.0
2020-05-09,12101,Pasco,-22.0,2.0,-22.0,-4.0,-22.0,8.0
2020-05-09,12103,Pinellas,-29.0,-2.0,23.0,-31.0,-27.0,9.0
2020-05-09,12105,Polk,-23.0,0.0,-27.0,-16.0,-27.0,8.0
2020-05-09,12107,Putnam,-2.0,18.0,-28.0,,-21.0,5.0
2020-05-09,12109,St. Johns,-24.0,9.0,-33.0,-16.0,-28.0,9.0
2020-05-09,12111,St. Lucie,-18.0,6.0,30.0,-2.0,-23.0,8.0
2020-05-09,12113,Santa Rosa,5.0,19.0,48.0,,-12.0,6.0
2020-05-09,12115,Sarasota,-35.0,-11.0,-11.0,-15.0,-28.0,8.0
2020-05-09,12117,Seminole,-32.0,0.0,-17.0,-49.0,-29.0,10.0
2020-05-09,12119,Sumter,-40.0,-7.0,-38.0,-19.0,-25.0,7.0
2020-05-09,12121,Suwannee,-7.0,13.0,23.0,-4.0,-12.0,
2020-05-09,12123,Taylor,,,,,-8.0,
2020-05-09,12127,Volusia,-18.0,6.0,17.0,-26.0,-25.0,7.0
2020-05-09,12129,Wakulla,9.0,,31.0,,-15.0,
2020-05-09,12131,Walton,-19.0,8.0,-7.0,-13.0,-18.0,5.0
2020-05-09,12133,Washington,,,,,-11.0,
2020-05-10,12001,Alachua,-42.0,-16.0,-47.0,-36.0,-28.0,8.0
2020-05-10,12003,Baker,,,,,-16.0,
2020-05-10,12005,Bay,1.0,16.0,64.0,-25.0,-16.0,2.0
2020-05-10,12007,Bradford,,,,,-20.0,
2020-05-10,12009,Brevard,-27.0,-10.0,-48.0,-39.0,-27.0,8.0
2020-05-10,12011,Broward,-47.0,-17.0,-69.0,-72.0,-37.0,13.0
2020-05-10,12015,Charlotte,-34.0,-14.0,-46.0,-17.0,-27.0,7.0
2020-05-10,12017,Citrus,-17.0,6.0,-30.0,,-24.0,5.0
2020-05-10,12019,Clay,-15.0,8.0,-12.0,,-25.0,6.0
2020-05-10,12021,Collier,-44.0,-21.0,-73.0,-45.0,-36.0,11.0
2020-05-10,12023,Columbia,-16.0,19.0,-35.0,-8.0,-17.0,3.0
2020-05-10,12027,DeSoto,-20.0,4.0,-49.0,,-13.0,
2020-05-10,12029,Dixie,,,,,-16.0,
2020-05-10,12031,Duval,-19.0,3.0,-2.0,-32.0,-24.0,5.0
2020-05-10,12033,Escambia,-12.0,16.0,88.0,-16.0,-21.0,3.0
2020-05-10,12035,Flagler,-21.0,-5.0,-42.0,,-31.0,7.0
2020-05-10,12037,Franklin,,,,,-24.0,
2020-05-10,12039,Gadsden,,9.0,,-27.0,-26.0,
2020-05-10,12041,Gilchrist,,,,,-15.0,
2020-05-10,12043,Glades,,,,-17.0,,
2020-05-10,12045,Gulf,,,,,-18.0,
2020-05-10,12047,Hamilton,,,,-20.0,,
2020-05-10,12049,Hardee,,6.0,-47.0,,-12.0,
2020-05-10,12051,Hendry,-20.0,5.0,-73.0,,-22.0,
2020-05-10,12053,Hernando,-11.0,9.0,-21.0,,-24.0,6.0
2020-05-10,12055,Highlands,-25.0,-3.0,-57.0,,-26.0,6.0
2020-05-10,12057,Hillsborough,-32.0,-10.0,-52.0,-60.0,-29.0,8.0
2020-05-10,12059,Holmes,,,,,-12.0,
2020-05-10,12061,Indian River,-34.0,-13.0,-52.0,-39.0,-32.0,9.0
2020-05-10,12063,Jackson,-4.0,18.0,,-12.0,-20.0,
2020-05-10,12065,Jefferson,,,,-34.0,,
2020-05-10,12069,Lake,-26.0,-7.0,-37.0,-34.0,-31.0,7.0
2020-05-10,12071,Lee,-38.0,-13.0,-60.0,-67.0,-30.0,8.0
2020-05-10,12073,Leon,-30.0,-4.0,12.0,-34.0,-28.0,6.0
2020-05-10,12075,Levy,-3.0,14.0,-27.0,,-24.0,
2020-05-10,12079,Madison,,,,-20.0,-24.0,
2020-05-10,12081,Manatee,-32.0,-9.0,-39.0,-44.0,-26.0,7.0
2020-05-10,12083,Marion,-21.0,-3.0,-39.0,-12.0,-23.0,5.0
2020-05-10,12085,Martin,-38.0,-21.0,-62.0,-42.0,-30.0,10.0
2020-05-10,12086,Miami-Dade,-50.0,-20.0,-80.0,-67.0,-36.0,13.0
2020-05-10,12087,Monroe,-71.0,-50.0,-87.0,-83.0,-53.0,15.0
2020-05-10,12089,Nassau,-10.0,9.0,45.0,,-21.0,5.0
2020-05-10,12091,Okaloosa,-9.0,14.0,113.0,-37.0,-20.0,3.0
2020-05-10,12093,Okeechobee,-31.0,-9.0,-57.0,-77.0,-27.0,
2020-05-10,12095,Orange,-55.0,-20.0,-73.0,-78.0,-42.0,11.0
2020-05-10,12097,Osceola,-43.0,-17.0,-35.0,-52.0,-44.0,11.0
2020-05-10,12099,Palm Beach,-44.0,-16.0,-72.0,-57.0,-35.0,13.0
2020-05-10,12101,Pasco,-19.0,-3.0,-29.0,-8.0,-24.0,6.0
2020-05-10,12103,Pinellas,-31.0,-9.0,-6.0,-33.0,-28.0,7.0
2020-05-10,12105,Polk,-24.0,-4.0,-35.0,-20.0,-31.0,7.0
2020-05-10,12107,Putnam,-2.0,14.0,-29.0,,-24.0,5.0
2020-05-10,12109,St. Johns,-27.0,4.0,-40.0,-22.0,-31.0,8.0
2020-05-10,12111,St. Lucie,-26.0,-4.0,-52.0,-18.0,-26.0,9.0
2020-05-10,12113,Santa Rosa,5.0,16.0,94.0,,-18.0,3.0
2020-05-10,12115,Sarasota,-36.0,-16.0,-50.0,-27.0,-28.0,8.0
2020-05-10,12117,Seminole,-33.0,-11.0,-31.0,-54.0,-31.0,8.0
2020-05-10,12119,Sumter,-37.0,-18.0,-31.0,-23.0,-28.0,7.0
2020-05-10,12121,Suwannee,-9.0,9.0,,-25.0,-18.0,
2020-05-10,12123,Taylor,,,,,-15.0,
2020-05-10,12127,Volusia,-25.0,-2.0,-26.0,-36.0,-28.0,7.0
2020-05-10,12129,Wakulla,,,,,-12.0,
2020-05-10,12131,Walton,-7.0,15.0,32.0,-1.0,-20.0,1.0
2020-05-10,12133,Washington,,,,,-17.0,
2020-05-11,12001,Alachua,-34.0,-17.0,-27.0,-39.0,-41.0,15.0
2020-05-11,12003,Baker,,,,,-26.0,
2020-05-11,12005,Bay,-9.0,-1.0,16.0,-27.0,-26.0,8.0
2020-05-11,12007,Bradford,,17.0,,,-25.0,
2020-05-11,12009,Brevard,-25.0,-14.0,-10.0,-18.0,-37.0,12.0
2020-05-11,12011,Broward,-40.0,-20.0,-39.0,-60.0,-44.0,20.0
2020-05-11,12013,Calhoun,,,,,-26.0,
2020-05-11,12015,Charlotte,-32.0,-13.0,-12.0,-16.0,-27.0,9.0
2020-05-11,12017,Citrus,-19.0,-7.0,-13.0,,-23.0,8.0
2020-05-11,12019,Clay,-12.0,-5.0,7.0,,-36.0,12.0
2020-05-11,12021,Collier,-41.0,-25.0,-50.0,-31.0,-33.0,11.0
2020-05-11,12023,Columbia,-15.0,4.0,,-9.0,-23.0,8.0
2020-05-11,12027,DeSoto,-18.0,-6.0,-42.0,,-19.0,5.0
2020-05-11,12029,Dixie,,,,,-13.0,
2020-05-11,12031,Duval,-20.0,-8.0,9.0,-35.0,-39.0,13.0
2020-05-11,12033,Escambia,-17.0,2.0,43.0,-22.0,-29.0,10.0
2020-05-11,12035,Flagler,-20.0,-10.0,-21.0,,-33.0,10.0
2020-05-11,12037,Franklin,,,,,-18.0,
2020-05-11,12039,Gadsden,,-1.0,,-18.0,-31.0,11.0
2020-05-11,12041,Gilchrist,,,,,-27.0,
2020-05-11,12043,Glades,,,,-11.0,-17.0,
2020-05-11,12045,Gulf,,,,,-21.0,
2020-05-11,12047,Hamilton,,,,-15.0,-8.0,
2020-05-11,12049,Hardee,,-10.0,-33.0,,-23.0,
2020-05-11,12051,Hendry,-17.0,-9.0,-51.0,,-26.0,8.0
2020-05-11,12053,Hernando,-17.0,-4.0,-6.0,,-33.0,9.0
2020-05-11,12055,Highlands,-26.0,-15.0,-43.0,-15.0,-25.0,6.0
2020-05-11,12057,Hillsborough,-28.0,-16.0,-26.0,-53.0,-43.0,15.0
2020-05-11,12059,Holmes,,,,,-25.0,
2020-05-11,12061,Indian River,-29.0,-20.0,-4.0,-22.0,-31.0,10.0
2020-05-11,12063,Jackson,-9.0,1.0,,-7.0,-20.0,9.0
2020-05-11,12065,Jefferson,,,,-30.0,-27.0,
2020-05-11,12067,Lafayette,,,,,-14.0,
2020-05-11,12069,Lake,-23.0,-12.0,-21.0,-35.0,-34.0,11.0
2020-05-11,12071,Lee,-35.0,-19.0,-38.0,-59.0,-33.0,11.0
2020-05-11,12073,Leon,-30.0,-13.0,11.0,-51.0,-47.0,18.0
2020-05-11,12075,Levy,-2.0,3.0,-20.0,,-21.0,6.0
2020-05-11,12077,Liberty,,,,,-28.0,
2020-05-11,12079,Madison,,,,-9.0,-24.0,
2020-05-11,12081,Manatee,-30.0,-15.0,-10.0,-35.0,-32.0,11.0
2020-05-11,12083,Marion,-18.0,-5.0,-18.0,-2.0,-25.0,8.0
2020-05-11,12085,Martin,-28.0,-19.0,-17.0,-18.0,-33.0,12.0
2020-05-11,12086,Miami-Dade,-42.0,-23.0,-54.0,-59.0,-42.0,20.0
2020-05-11,12087,Monroe,-60.0,-42.0,-72.0,-67.0,-38.0,14.0
2020-05-11,12089,Nassau,-14.0,0.0,35.0,,-28.0,10.0
2020-05-11,12091,Okaloosa,-15.0,0.0,39.0,-30.0,-30.0,10.0
2020-05-11,12093,Okeechobee,-24.0,-8.0,-30.0,-61.0,-25.0,7.0
2020-05-11,12095,Orange,-48.0,-23.0,-60.0,-70.0,-47.0,18.0
2020-05-11,12097,Osceola,-39.0,-23.0,-25.0,-42.0,-45.0,17.0
2020-05-11,12099,Palm Beach,-37.0,-21.0,-40.0,-50.0,-39.0,17.0
2020-05-11,12101,Pasco,-21.0,-11.0,-10.0,-4.0,-36.0,11.0
2020-05-11,12103,Pinellas,-29.0,-14.0,16.0,-32.0,-38.0,13.0
2020-05-11,12105,Polk,-20.0,-11.0,-22.0,-12.0,-34.0,12.0
2020-05-11,12107,Putnam,-5.0,3.0,-3.0,,-25.0,7.0
2020-05-11,12109,St. Johns,-21.0,-5.0,-1.0,-15.0,-43.0,14.0
2020-05-11,12111,St. Lucie,-21.0,-13.0,-13.0,-13.0,-33.0,12.0
2020-05-11,12113,Santa Rosa,-4.0,0.0,52.0,,-30.0,10.0
2020-05-11,12115,Sarasota,-37.0,-20.0,-18.0,-21.0,-32.0,11.0
2020-05-11,12117,Seminole,-28.0,-16.0,-6.0,-49.0,-48.0,17.0
2020-05-11,12119,Sumter,-38.0,-22.0,-38.0,-17.0,-29.0,8.0
2020-05-11,12121,Suwannee,-12.0,-1.0,,-15.0,-25.0,8.0
2020-05-11,12123,Taylor,,,,,-20.0,
2020-05-11,12125,Union,,,,,-22.0,
2020-05-11,12127,Volusia,-21.0,-8.0,6.0,-27.0,-35.0,11.0
2020-05-11,12129,Wakulla,,,,,-40.0,13.0
2020-05-11,12131,Walton,-17.0,-1.0,16.0,-9.0,-25.0,8.0
2020-05-11,12133,Washington,,,,,-22.0,
2020-05-12,12001,Alachua,-32.0,-14.0,-21.0,-34.0,-41.0,16.0
2020-05-12,12003,Baker,,,,,-24.0,
2020-05-12,12005,Bay,-8.0,3.0,16.0,-29.0,-25.0,9.0
2020-05-12,12007,Bradford,,13.0,,,-26.0,
2020-05-12,12009,Brevard,-22.0,-10.0,-2.0,-13.0,-37.0,12.0
2020-05-12,12011,Broward,-38.0,-16.0,-35.0,-58.0,-44.0,20.0
2020-05-12,12013,Calhoun,,,,,-24.0,
2020-05-12,12015,Charlotte,-32.0,-13.0,-20.0,-16.0,-29.0,9.0
2020-05-12,12017,Citrus,-18.0,-3.0,-4.0,,-25.0,8.0
2020-05-12,12019,Clay,-13.0,-2.0,6.0,,-36.0,14.0
2020-05-12,12021,Collier,-40.0,-20.0,-44.0,-29.0,-34.0,12.0
2020-05-12,12023,Columbia,-9.0,-5.0,-21.0,-4.0,-22.0,9.0
2020-05-12,12027,DeSoto,-13.0,4.0,-33.0,,-19.0,5.0
2020-05-12,12029,Dixie,,,,,-13.0,
2020-05-12,12031,Duval,-18.0,-3.0,14.0,-31.0,-39.0,14.0
2020-05-12,12033,Escambia,-13.0,3.0,52.0,-22.0,-30.0,10.0
2020-05-12,12035,Flagler,-19.0,-9.0,-18.0,,-34.0,10.0
2020-05-12,12037,Franklin,,,,,-14.0,
2020-05-12,12039,Gadsden,,0.0,,-16.0,-28.0,12.0
2020-05-12,12041,Gilchrist,,,,,-23.0,
2020-05-12,12043,Glades,,,,-9.0,-19.0,
2020-05-12,12045,Gulf,,,,,-22.0,
2020-05-12,12047,Hamilton,,,,-2.0,-16.0,
2020-05-12,12049,Hardee,,-11.0,-35.0,,-21.0,
2020-05-12,12051,Hendry,-19.0,-6.0,-55.0,,-26.0,9.0
2020-05-12,12053,Hernando,-14.0,1.0,-13.0,,-33.0,10.0
2020-05-12,12055,Highlands,-28.0,-10.0,-43.0,,-26.0,7.0
2020-05-12,12057,Hillsborough,-27.0,-13.0,-24.0,-50.0,-43.0,16.0
2020-05-12,12059,Holmes,,,,,-24.0,
2020-05-12,12061,Indian River,-28.0,-14.0,10.0,-24.0,-31.0,10.0
2020-05-12,12063,Jackson,-5.0,1.0,,-2.0,-20.0,8.0
2020-05-12,12065,Jefferson,,,,-36.0,-28.0,
2020-05-12,12067,Lafayette,,,,,-17.0,
2020-05-12,12069,Lake,-22.0,-8.0,-18.0,-31.0,-33.0,12.0
2020-05-12,12071,Lee,-34.0,-16.0,-32.0,-58.0,-34.0,12.0
2020-05-12,12073,Leon,-29.0,-10.0,4.0,-47.0,-47.0,19.0
2020-05-12,12075,Levy,-4.0,4.0,,,-21.0,7.0
2020-05-12,12077,Liberty,,,,,-28.0,
2020-05-12,12079,Madison,,,,-4.0,-24.0,
2020-05-12,12081,Manatee,-29.0,-12.0,-2.0,-31.0,-32.0,12.0
2020-05-12,12083,Marion,-16.0,-3.0,-16.0,12.0,-26.0,9.0
2020-05-12,12085,Martin,-27.0,-17.0,-7.0,-12.0,-32.0,12.0
2020-05-12,12086,Miami-Dade,-40.0,-19.0,-49.0,-56.0,-42.0,21.0
2020-05-12,12087,Monroe,-59.0,-37.0,-70.0,-67.0,-37.0,14.0
2020-05-12,12089,Nassau,-14.0,-1.0,22.0,,-30.0,11.0
2020-05-12,12091,Okaloosa,-14.0,3.0,29.0,-32.0,-30.0,11.0
2020-05-12,12093,Okeechobee,-25.0,-11.0,-39.0,-59.0,-25.0,7.0
2020-05-12,12095,Orange,-45.0,-19.0,-56.0,-71.0,-47.0,19.0
2020-05-12,12097,Osceola,-34.0,-18.0,-28.0,-39.0,-45.0,18.0
2020-05-12,12099,Palm Beach,-35.0,-17.0,-32.0,-47.0,-39.0,18.0
2020-05-12,12101,Pasco,-18.0,-8.0,-15.0,-7.0,-36.0,12.0
2020-05-12,12103,Pinellas,-28.0,-11.0,23.0,-26.0,-38.0,13.0
2020-05-12,12105,Polk,-18.0,-9.0,-20.0,-11.0,-34.0,13.0
2020-05-12,12107,Putnam,-6.0,5.0,-5.0,,-25.0,8.0
2020-05-12,12109,St. Johns,-19.0,3.0,-3.0,-4.0,-43.0,14.0
2020-05-12,12111,St. Lucie,-21.0,-9.0,2.0,-7.0,-33.0,12.0
2020-05-12,12113,Santa Rosa,4.0,5.0,43.0,,-31.0,11.0
